game,game_time,minimum_total,minimum_odds,confidence,decision,elite_goalie_flag,goalie_warning,action,stake,reasoning,hit_rate,flag_count,flags,floor_10th,floor_safe,expected_total,combined_gpg,buffer,game_time_parsed,game_key,game_date,actual_total,result
Pittsburgh Penguins @ Columbus Blue Jackets,2025-11-28 19:00:00-05:00,3.5,-900,95.9,MAYBE,False,Daniil Tarasov / Alex Nedeljkovic,,,Downgraded: 95.9% < 96% needed for 0 flags,95.9,0.0,,4.34380718986654,True,7.138202985038122,6.2926829268292686,2.792682926829269,2025-11-29 00:00:00+00:00,2025-11-29_Pittsburgh Penguins @ Columbus Blue Jackets,2025-11-29,,PENDING
New Jersey Devils @ Buffalo Sabres,2025-11-28 16:00:00-05:00,3.5,-825,93.06,MAYBE,False,Unknown / Jake Allen,,,Downgraded: 93.1% < 97% needed for 1 flags,93.06,1.0,🛡️ Elite away defense (2.71 GA/G),3.827633962120955,True,6.382123767189038,6.2317073170731705,2.7317073170731705,2025-11-28 21:00:00+00:00,2025-11-28_New Jersey Devils @ Buffalo Sabres,2025-11-28,,PENDING
Vancouver Canucks @ San Jose Sharks,2025-11-28 16:00:00-05:00,3.5,-1050,91.51,MAYBE,False,Yaroslav Askarov / Unknown,,,Auto-MAYBE: 4 risk flags detected (max 2 for YES),91.51,4.0,⚠️ Both teams weak offense (2.56 + 2.88 GF/G) | 🐢 Low shot volume (25.6 + 28.8 S/G) | ⚠️ Low combined offense (5.44 combined GF/G) | 📉 Low buffer (1.94 goals above minimum),3.665556357839165,True,6.2751955683006315,5.439024390243903,1.9390243902439028,2025-11-28 21:00:00+00:00,2025-11-28_Vancouver Canucks @ San Jose Sharks,2025-11-28,,PENDING
New York Rangers @ Boston Bruins,2025-11-28 13:00:00-05:00,3.5,-775,91.5,MAYBE,False,Joonas Korpisalo / Jonathan Quick,,,Auto-MAYBE: 3 risk flags detected (max 2 for YES),91.5,3.0,🐢 Low shot volume (27.1 + 31.2 S/G) | ⚠️ Low combined offense (5.83 combined GF/G) | 📉 Low buffer (2.33 goals above minimum),3.64586681830619,True,6.21512794330751,5.829268292682928,2.3292682926829276,2025-11-28 18:00:00+00:00,2025-11-28_New York Rangers @ Boston Bruins,2025-11-28,,PENDING
Philadelphia Flyers @ New York Islanders,2025-11-28 16:00:00-05:00,3.5,-700,91.38,MAYBE,False,Semyon Varlamov / Ivan Fedotov,,,Auto-MAYBE: 3 risk flags detected (max 2 for YES),91.38,3.0,🐢 Low shot volume (27.3 + 29.0 S/G) | ⚠️ Low combined offense (5.63 combined GF/G) | 📉 Low buffer (2.13 goals above minimum),3.633200972954682,True,6.200551272095825,5.634146341463415,2.134146341463415,2025-11-28 21:00:00+00:00,2025-11-28_Philadelphia Flyers @ New York Islanders,2025-11-28,,PENDING
Tampa Bay Lightning @ Detroit Red Wings,2025-11-28 12:00:00-05:00,3.5,-1000,90.82,MAYBE,False,Cam Talbot / Andrei Vasilevskiy,,,Auto-MAYBE: 5 risk flags detected (max 2 for YES),90.82,5.0,🛡️ Elite away defense (2.67 GA/G) | 🧤 Elite away goalie (91.8% Sv%) | 🛡️ Road team D edge vs weak home offense | 🚨 DEEP FLOOR: 5th pct (3.0) well below minimum | ⚠️ Elite D vs weak O mismatch,3.5967800344809793,True,6.314229741545349,6.487804878048781,2.987804878048781,2025-11-28 17:00:00+00:00,2025-11-28_Tampa Bay Lightning @ Detroit Red Wings,2025-11-28,,PENDING
Montréal Canadiens @ Vegas Golden Knights,2025-11-28 16:00:00-05:00,3.5,-875,90.69,MAYBE,True,Akira Schmid / Unknown,,,Downgraded: 90.7% < 98% needed for 2 flags,90.69,2.0,🧤 Elite home goalie (94.9% Sv%) | 🚨 DEEP FLOOR: 5th pct (2.9) well below minimum,3.567347223940189,True,6.120792682926829,6.080792682926829,2.5807926829268286,2025-11-28 21:00:00+00:00,2025-11-28_Montréal Canadiens @ Vegas Golden Knights,2025-11-28,,PENDING
Toronto Maple Leafs @ Washington Capitals,2025-11-28 17:00:00-05:00,3.5,-1000,90.64,MAYBE,True,Logan Thompson / Anthony Stolarz,,,Auto-MAYBE: 3 risk flags detected (max 2 for YES),90.64,3.0,🧤 Elite away goalie (92.2% Sv%) | 🚨 DEEP FLOOR: 5th pct (2.9) well below minimum | 🛡️ Defensive matchup (both < 3.0 GA/G),3.559006095936553,True,6.335556683318149,6.780487804878049,3.2804878048780486,2025-11-28 22:00:00+00:00,2025-11-28_Toronto Maple Leafs @ Washington Capitals,2025-11-28,,PENDING
Nashville Predators @ Chicago Blackhawks,2025-11-28 20:00:00-05:00,3.5,-775,90.52,MAYBE,False,Arvid Soderblom / Unknown,,,Auto-MAYBE: 5 risk flags detected (max 2 for YES),90.52,5.0,⚠️ Both teams weak offense (2.76 + 2.61 GF/G) | 🐢 Low shot volume (27.6 + 26.1 S/G) | 🚨 DEEP FLOOR: 5th pct (2.9) well below minimum | ⚠️ Low combined offense (5.37 combined GF/G) | 📉 Low buffer (1.87 goals above minimum),3.551087307339464,True,6.167484729347168,5.365853658536585,1.8658536585365848,2025-11-29 01:00:00+00:00,2025-11-29_Nashville Predators @ Chicago Blackhawks,2025-11-29,,PENDING
Utah Mammoth @ Dallas Stars,2025-11-28 20:00:00-05:00,3.5,-800,88.79,MAYBE,False,Unknown / Connor Ingram,,,Floor risk - 10th percentile below minimum,88.79,4.0,🛡️ Elite home defense (2.73 GA/G) | 🚨 FLOOR RISK: 10th pct (3.4) < minimum (3.5) | 🚨 DEEP FLOOR: 5th pct (2.7) well below minimum | ⚠️ Elite D vs weak O mismatch,3.3956138964777076,False,6.081541067203101,6.317073170731707,2.8170731707317067,2025-11-29 01:00:00+00:00,2025-11-29_Utah Mammoth @ Dallas Stars,2025-11-29,,PENDING
Ottawa Senators @ St Louis Blues,2025-11-28 16:00:00-05:00,3.5,-630,88.06,MAYBE,False,Unknown / Unknown,,,Floor risk - 10th percentile below minimum,88.06,2.0,🚨 FLOOR RISK: 10th pct (3.3) < minimum (3.5) | 🚨 DEEP FLOOR: 5th pct (2.7) well below minimum,3.335565199862375,False,5.857073170731707,6.003810975609756,2.503810975609756,2025-11-28 21:00:00+00:00,2025-11-28_Ottawa Senators @ St Louis Blues,2025-11-28,,PENDING
Colorado Avalanche @ Minnesota Wild,2025-11-28 15:30:00-05:00,3.5,-825,87.12,MAYBE,False,Filip Gustavsson / Mackenzie Blackwood,,,Floor risk - 10th percentile below minimum,87.12,5.0,🧤 Elite home goalie (91.4% Sv%) | 🐢 Low shot volume (27.8 + 33.8 S/G) | 🚨 FLOOR RISK: 10th pct (3.2) < minimum (3.5) | 🚨 DEEP FLOOR: 5th pct (2.6) well below minimum | 🛡️ Defensive matchup (both < 3.0 GA/G),3.213271812769993,False,5.888033311117769,6.158536585365853,2.658536585365854,2025-11-28 20:30:00+00:00,2025-11-28_Colorado Avalanche @ Minnesota Wild,2025-11-28,,PENDING
Winnipeg Jets @ Carolina Hurricanes,2025-11-28 17:00:00-05:00,3.5,-920,84.6,MAYBE,False,Pyotr Kochetkov / Connor Hellebuyck,,,Floor risk - 10th percentile below minimum,84.6,5.0,🛡️ Elite away defense (2.33 GA/G) | 🧤 Elite away goalie (91.6% Sv%) | 🚨 FLOOR RISK: 10th pct (3.0) < minimum (3.5) | 🚨 DEEP FLOOR: 5th pct (2.4) well below minimum | 🛡️ Defensive matchup (both < 3.0 GA/G),3.0289200188913363,False,5.68219897400779,6.621951219512195,3.1219512195121952,2025-11-28 22:00:00+00:00,2025-11-28_Winnipeg Jets @ Carolina Hurricanes,2025-11-28,,PENDING
Los Angeles Kings @ Anaheim Ducks,2025-11-28 16:00:00-05:00,3.5,-900,83.17999999999999,MAYBE,False,Lukas Dostal / David Rittich,,,Floor risk - 10th percentile below minimum,83.17999999999999,8.0,🛡️ Elite away defense (2.51 GA/G) | 🐢 Low shot volume (27.0 + 30.5 S/G) | 🛡️ Road team D edge vs weak home offense | 🚨 FLOOR RISK: 10th pct (3.0) < minimum (3.5) | 🚨 DEEP FLOOR: 5th pct (2.4) well below minimum | ⚠️ Low combined offense (5.74 combined GF/G) | 📉 Low buffer (2.24 goals above minimum) | ⚠️ Elite D vs weak O mismatch,2.952767732051401,False,5.48306599245486,5.7439024390243905,2.2439024390243905,2025-11-28 21:00:00+00:00,2025-11-28_Los Angeles Kings @ Anaheim Ducks,2025-11-28,,PENDING
Calgary Flames @ Florida Panthers,2025-11-28 16:00:00-05:00,3.5,-725,83.09,MAYBE,False,Sergei Bobrovsky / Dan Vladar,,,Floor risk - 10th percentile below minimum,83.09,8.0,🛡️ Elite home defense (2.72 GA/G) | 🐢 Low shot volume (30.7 + 27.4 S/G) | 🚨 FLOOR RISK: 10th pct (2.9) < minimum (3.5) | 🚨 DEEP FLOOR: 5th pct (2.4) well below minimum | ⚠️ Low combined offense (5.82 combined GF/G) | 📉 Low buffer (2.32 goals above minimum) | 🛡️ Defensive matchup (both < 3.0 GA/G) | ⚠️ Elite D vs weak O mismatch,2.946901988940381,False,5.428036612880544,5.817073170731708,2.3170731707317076,2025-11-28 21:00:00+00:00,2025-11-28_Calgary Flames @ Florida Panthers,2025-11-28,,PENDING
Winnipeg Jets @ Washington Capitals,2025-11-26 19:10:00-05:00,3.5,-1050,83.0,YES,False,No elite goalie concerns,BET IT,0.03,Elite offense (3.45 GPG) | Fast pace (34.5 shots/game) | WPG cold | WSH neutral | Strong buffer (3.4 goals) | WPG 3 days rest | WSH 2 days rest,,,,,,,,,2025-11-27 00:10:00+00:00,2025-11-27_Winnipeg Jets @ Washington Capitals,2025-11-27,7,WIN
Columbus Blue Jackets @ Washington Capitals,2025-11-24 19:10:00-05:00,3.5,-1000,83.0,YES,False,No elite goalie concerns,BET IT,0.03,Elite offense (3.42 GPG) | Fast pace (34.2 shots/game) | CBJ cold | WSH neutral | Strong buffer (3.3 goals) | CBJ 2 days rest | WSH 2 days rest,,,,,,,,,2025-11-25 00:10:00+00:00,2025-11-25_Columbus Blue Jackets @ Washington Capitals,2025-11-25,6,WIN
Tampa Bay Lightning @ Washington Capitals,2025-11-22 19:10:00-05:00,3.5,-800,83.0,YES,False,No elite goalie concerns,BET IT,0.03,Elite offense (3.55 GPG) | Fast pace (35.5 shots/game) | TBL cold | WSH neutral | Strong buffer (3.6 goals) | TBL 2 days rest | WSH 2 days rest,,,,,,,,,2025-11-23 00:10:00+00:00,2025-11-23_Tampa Bay Lightning @ Washington Capitals,2025-11-23,8,WIN
New York Rangers @ Colorado Avalanche,2025-11-20 21:10:00-05:00,3.5,-920,80.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.25 GPG) | Fast pace (32.5 shots/game) | NYR cold | COL hot | Strong buffer (3.0 goals) | NYR 2 days rest | COL 4 days rest,,,,,,,,,2025-11-21 02:10:00+00:00,2025-11-21_New York Rangers @ Colorado Avalanche,2025-11-21,9,WIN
Dallas Stars @ New York Rangers,2025-12-02 19:10:00-05:00,3.5,-630,80.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.25 GPG) | Fast pace (32.5 shots/game) | DAL hot | NYR cold | Strong buffer (3.0 goals) | DAL 2 days rest | NYR 3 days rest,,,,,,,,,2025-12-03 00:10:00+00:00,2025-12-03_Dallas Stars @ New York Rangers,2025-12-03,5,WIN
Buffalo Sabres @ Colorado Avalanche,2025-11-13 21:10:00-05:00,3.5,-1300,78.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.33 GPG) | Fast pace (33.3 shots/game) | BUF cold | COL hot | Strong buffer (3.2 goals) | BUF 1 day rest | COL 2 days rest,,,,,,,,,2025-11-14 02:10:00+00:00,2025-11-14_Buffalo Sabres @ Colorado Avalanche,2025-11-14,9,WIN
New York Rangers @ Columbus Blue Jackets,2025-11-15 19:00:00-05:00,3.5,-900,76.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.23 GPG) | Fast pace (32.3 shots/game) | NYR neutral | CBJ neutral | Strong buffer (3.0 goals) | NYR 3 days rest | CBJ 2 days rest,,,,,,,,,2025-11-16 00:00:00+00:00,2025-11-16_New York Rangers @ Columbus Blue Jackets,2025-11-16,3,LOSS
Carolina Hurricanes @ Buffalo Sabres,2025-11-23 13:10:00-05:00,3.5,-1150,76.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.26 GPG) | Fast pace (32.6 shots/game) | CAR neutral | BUF neutral | Strong buffer (3.0 goals) | CAR 2 days rest | BUF 2 days rest,,,,,,,,,2025-11-23 18:10:00+00:00,2025-11-23_Carolina Hurricanes @ Buffalo Sabres,2025-11-23,5,WIN
Carolina Hurricanes @ Winnipeg Jets,2025-11-21 20:10:00-05:00,3.5,-875,76.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.31 GPG) | Fast pace (33.1 shots/game) | CAR neutral | WPG neutral | Strong buffer (3.1 goals) | CAR 2 days rest | WPG 3 days rest,,,,,,,,,2025-11-22 01:10:00+00:00,2025-11-22_Carolina Hurricanes @ Winnipeg Jets,2025-11-22,7,WIN
Dallas Stars @ Edmonton Oilers,2025-11-25 21:10:00-05:00,3.5,-875,76.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.27 GPG) | Fast pace (32.7 shots/game) | DAL warm | EDM cold | Strong buffer (3.0 goals) | DAL 3 days rest | EDM 3 days rest,,,,,,,,,2025-11-26 02:10:00+00:00,2025-11-26_Dallas Stars @ Edmonton Oilers,2025-11-26,11,WIN
Washington Capitals @ Los Angeles Kings,2025-12-02 22:40:00-05:00,3.5,-615,76.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.28 GPG) | Fast pace (32.8 shots/game) | WSH warm | LAK cold | Strong buffer (3.1 goals) | WSH 2 days rest | LAK 3 days rest,,,,,,,,,2025-12-03 03:40:00+00:00,2025-12-03_Washington Capitals @ Los Angeles Kings,2025-12-03,4,WIN
Vancouver Canucks @ Colorado Avalanche,2025-12-02 21:10:00-05:00,3.5,-1300,75.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.13 GPG) | Good pace (31.3 shots/game) | VAN neutral | COL hot | Strong buffer (2.8 goals) | VAN 3 days rest | COL 3 days rest,,,,,,,,,2025-12-03 02:10:00+00:00,2025-12-03_Vancouver Canucks @ Colorado Avalanche,2025-12-03,4,WIN
Edmonton Oilers @ Carolina Hurricanes,2025-11-15 19:00:00-05:00,3.5,-935,74.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.20 GPG) | Fast pace (32.0 shots/game) | EDM neutral | CAR neutral | Strong buffer (2.9 goals) | EDM 2 days rest | CAR 1 day rest,,,,,,,,,2025-11-16 00:00:00+00:00,2025-11-16_Edmonton Oilers @ Carolina Hurricanes,2025-11-16,7,WIN
New Jersey Devils @ Washington Capitals,2025-11-15 19:00:00-05:00,3.5,-675,73.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.23 GPG) | Fast pace (32.3 shots/game) | NJD neutral | WSH cold | Strong buffer (3.0 goals) | NJD 3 days rest | WSH 2 days rest,,,,,,,,,2025-11-16 00:00:00+00:00,2025-11-16_New Jersey Devils @ Washington Capitals,2025-11-16,5,WIN
Edmonton Oilers @ Buffalo Sabres,2025-11-17 19:10:00-05:00,3.5,-1300,73.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.22 GPG) | Fast pace (32.2 shots/game) | EDM neutral | BUF cold | Strong buffer (2.9 goals) | EDM 2 days rest | BUF 2 days rest,,,,,,,,,2025-11-18 00:10:00+00:00,2025-11-18_Edmonton Oilers @ Buffalo Sabres,2025-11-18,6,WIN
Columbus Blue Jackets @ Toronto Maple Leafs,2025-11-20 19:10:00-05:00,3.5,-1050,73.0,YES,True,"Anthony Stolarz (TOR) - 92.2% Sv%, 2.15 GAA",BET IT (consider half stake - elite goalie),0.03,Strong offense (3.30 GPG) | Fast pace (33.0 shots/game) | CBJ cold | TOR neutral | Strong buffer (3.1 goals) | CBJ 2 days rest | TOR 2 days rest,,,,,,,,,2025-11-21 00:10:00+00:00,2025-11-21_Columbus Blue Jackets @ Toronto Maple Leafs,2025-11-21,5,WIN
Tampa Bay Lightning @ Florida Panthers,2025-11-15 17:00:00-05:00,3.5,-725,73.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.33 GPG) | Fast pace (33.3 shots/game) | TBL cold | FLA neutral | Strong buffer (3.2 goals) | TBL 3 days rest | FLA 2 days rest,,,,,,,,,2025-11-15 22:00:00+00:00,2025-11-15_Tampa Bay Lightning @ Florida Panthers,2025-11-15,4,WIN
Washington Capitals @ Carolina Hurricanes,2025-11-11 19:10:00-05:00,3.5,-825,73.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.38 GPG) | Fast pace (33.8 shots/game) | WSH cold | CAR neutral | Strong buffer (3.3 goals) | WSH 3 days rest | CAR 2 days rest,,,,,,,,,2025-11-12 00:10:00+00:00,2025-11-12_Washington Capitals @ Carolina Hurricanes,2025-11-12,5,WIN
Philadelphia Flyers @ Tampa Bay Lightning,2025-11-24 19:10:00-05:00,3.5,-615,73.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.24 GPG) | Fast pace (32.4 shots/game) | PHI neutral | TBL cold | Strong buffer (3.0 goals) | PHI 2 days rest | TBL 2 days rest,,,,,,,,,2025-11-25 00:10:00+00:00,2025-11-25_Philadelphia Flyers @ Tampa Bay Lightning,2025-11-25,3,LOSS
Los Angeles Kings @ Toronto Maple Leafs,2025-11-13 19:10:00-05:00,3.5,-825,71.0,YES,True,"Anthony Stolarz (TOR) - 92.2% Sv%, 2.15 GAA",BET IT (consider half stake - elite goalie),0.03,Strong offense (3.16 GPG) | Good pace (31.6 shots/game) | LAK neutral | TOR warm | Strong buffer (2.8 goals) | LAK 2 days rest | TOR 2 days rest,,,,,,,,,2025-11-14 00:10:00+00:00,2025-11-14_Los Angeles Kings @ Toronto Maple Leafs,2025-11-14,7,WIN
Vancouver Canucks @ Tampa Bay Lightning,2025-11-16 17:10:00-05:00,3.5,-1050,71.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.23 GPG) | Fast pace (32.3 shots/game) | VAN neutral | TBL cold | Strong buffer (3.0 goals) | VAN 2 days rest | TBL 1 day rest,,,,,,,,,2025-11-16 22:10:00+00:00,2025-11-16_Vancouver Canucks @ Tampa Bay Lightning,2025-11-16,8,WIN
Washington Capitals @ Montréal Canadiens,2025-11-20 19:10:00-05:00,3.5,-920,71.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.25 GPG) | Fast pace (32.5 shots/game) | WSH cold | MTL neutral | Strong buffer (3.0 goals) | WSH 1 day rest | MTL 3 days rest,,,,,,,,,2025-11-21 00:10:00+00:00,2025-11-21_Washington Capitals @ Montréal Canadiens,2025-11-21,12,WIN
Dallas Stars @ Vancouver Canucks,2025-11-20 22:10:00-05:00,3.5,-975,71.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.13 GPG) | Good pace (31.3 shots/game) | DAL neutral | VAN warm | Strong buffer (2.8 goals) | DAL 2 days rest | VAN 3 days rest,,,,,,,,,2025-11-21 03:10:00+00:00,2025-11-21_Dallas Stars @ Vancouver Canucks,2025-11-21,6,WIN
New Jersey Devils @ Tampa Bay Lightning,2025-11-18 19:00:00-05:00,3.5,-800,71.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.27 GPG) | Fast pace (32.7 shots/game) | NJD neutral | TBL cold | Strong buffer (3.0 goals) | NJD 2 days rest | TBL 1 day rest,,,,,,,,,2025-11-19 00:00:00+00:00,2025-11-19_New Jersey Devils @ Tampa Bay Lightning,2025-11-19,6,WIN
Washington Capitals @ Florida Panthers,2025-11-13 19:10:00-05:00,3.5,-700,70.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.29 GPG) | Fast pace (32.9 shots/game) | WSH cold | FLA cold | Strong buffer (3.1 goals) | WSH 2 days rest | FLA 3 days rest,,,,,,,,,2025-11-14 00:10:00+00:00,2025-11-14_Washington Capitals @ Florida Panthers,2025-11-14,9,WIN
Edmonton Oilers @ Washington Capitals,2025-11-19 19:00:00-05:00,3.5,-825,70.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.34 GPG) | Fast pace (33.4 shots/game) | EDM cold | WSH cold | Strong buffer (3.2 goals) | EDM 2 days rest | WSH 2 days rest,,,,,,,,,2025-11-20 00:00:00+00:00,2025-11-20_Edmonton Oilers @ Washington Capitals,2025-11-20,11,WIN
Los Angeles Kings @ Washington Capitals,2025-11-17 19:10:00-05:00,3.5,-615,70.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.28 GPG) | Fast pace (32.8 shots/game) | LAK cold | WSH cold | Strong buffer (3.1 goals) | LAK 2 days rest | WSH 2 days rest,,,,,,,,,2025-11-18 00:10:00+00:00,2025-11-18_Los Angeles Kings @ Washington Capitals,2025-11-18,3,LOSS
New York Rangers @ Tampa Bay Lightning,2025-11-12 19:10:00-05:00,3.5,-725,70.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.35 GPG) | Fast pace (33.5 shots/game) | NYR cold | TBL cold | Strong buffer (3.2 goals) | NYR 2 days rest | TBL 4 days rest,,,,,,,,,2025-11-13 00:10:00+00:00,2025-11-13_New York Rangers @ Tampa Bay Lightning,2025-11-13,10,WIN
Toronto Maple Leafs @ Columbus Blue Jackets,2025-11-26 19:10:00-05:00,3.5,-920,70.0,YES,True,"Anthony Stolarz (TOR) - 92.2% Sv%, 2.15 GAA",BET IT (consider half stake - elite goalie),0.03,Strong offense (3.30 GPG) | Fast pace (33.0 shots/game) | TOR cold | CBJ cold | Strong buffer (3.1 goals) | TOR 4 days rest | CBJ 2 days rest,,,,,,,,,2025-11-27 00:10:00+00:00,2025-11-27_Toronto Maple Leafs @ Columbus Blue Jackets,2025-11-27,3,LOSS
Dallas Stars @ Ottawa Senators,2025-11-11 19:10:00-05:00,3.5,-725,68.0,MAYBE,False,No elite goalie concerns,REVIEW MANUALLY,0.015,Strong offense (3.17 GPG) | Good pace (31.7 shots/game) | DAL cold | OTT warm | Strong buffer (2.8 goals) | DAL 2 days rest | OTT 2 days rest,,,,,,,,,2025-11-12 00:10:00+00:00,2025-11-12_Dallas Stars @ Ottawa Senators,2025-11-12,,PENDING
Edmonton Oilers @ Tampa Bay Lightning,2025-11-20 19:40:00-05:00,3.5,-920,68.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.37 GPG) | Fast pace (33.7 shots/game) | EDM cold | TBL cold | Strong buffer (3.2 goals) | EDM 1 day rest | TBL 2 days rest,,,,,,,,,2025-11-21 00:40:00+00:00,2025-11-21_Edmonton Oilers @ Tampa Bay Lightning,2025-11-21,3,LOSS
Anaheim Ducks @ Colorado Avalanche,2025-11-11 21:40:00-05:00,3.5,-1400,68.0,MAYBE,False,No elite goalie concerns,REVIEW MANUALLY,0.015,Average offense (3.04 GPG) | Good pace (30.4 shots/game) | ANA hot | COL warm | Strong buffer (2.6 goals) | ANA 2 days rest | COL 2 days rest,,,,,,,,,2025-11-12 02:40:00+00:00,2025-11-12_Anaheim Ducks @ Colorado Avalanche,2025-11-12,,PENDING
Edmonton Oilers @ Columbus Blue Jackets,2025-11-13 19:40:00-05:00,3.5,-1150,68.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.24 GPG) | Fast pace (32.4 shots/game) | EDM cold | CBJ cold | Strong buffer (3.0 goals) | EDM 1 day rest | CBJ 2 days rest,,,,,,,,,2025-11-14 00:40:00+00:00,2025-11-14_Edmonton Oilers @ Columbus Blue Jackets,2025-11-14,9,WIN
Toronto Maple Leafs @ Florida Panthers,2025-12-02 19:40:00-05:00,3.5,-1050,68.0,YES,True,"Anthony Stolarz (TOR) - 92.2% Sv%, 2.15 GAA",BET IT (consider half stake - elite goalie),0.03,Strong offense (3.17 GPG) | Good pace (31.7 shots/game) | TOR cold | FLA warm | Strong buffer (2.8 goals) | TOR 3 days rest | FLA 4 days rest,,,,,,,,,2025-12-03 00:40:00+00:00,2025-12-03_Toronto Maple Leafs @ Florida Panthers,2025-12-03,5,WIN
Dallas Stars @ Montréal Canadiens,2025-11-13 19:10:00-05:00,3.5,-725,68.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.18 GPG) | Good pace (31.8 shots/game) | DAL cold | MTL warm | Strong buffer (2.9 goals) | DAL 2 days rest | MTL 2 days rest,,,,,,,,,2025-11-14 00:10:00+00:00,2025-11-14_Dallas Stars @ Montréal Canadiens,2025-11-14,7,WIN
Toronto Maple Leafs @ Montréal Canadiens,2025-11-22 19:10:00-05:00,3.5,-900,68.0,YES,True,"Anthony Stolarz (TOR) - 92.2% Sv%, 2.15 GAA",BET IT (consider half stake - elite goalie),0.03,Strong offense (3.13 GPG) | Good pace (31.3 shots/game) | TOR neutral | MTL neutral | Strong buffer (2.8 goals) | TOR 2 days rest | MTL 2 days rest,,,,,,,,,2025-11-23 00:10:00+00:00,2025-11-23_Toronto Maple Leafs @ Montréal Canadiens,2025-11-23,7,WIN
Colorado Avalanche @ Chicago Blackhawks,2025-11-23 19:10:00-05:00,3.5,-1050,66.0,YES,False,No elite goalie concerns,BET IT,0.03,Average offense (3.07 GPG) | Good pace (30.7 shots/game) | COL hot | CHI warm | Strong buffer (2.6 goals) | COL 1 day rest | CHI 2 days rest,,,,,,,,,2025-11-24 00:10:00+00:00,2025-11-24_Colorado Avalanche @ Chicago Blackhawks,2025-11-24,1,LOSS
Dallas Stars @ Seattle Kraken,2025-11-26 22:10:00-05:00,3.5,-675,66.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.20 GPG) | Good pace (32.0 shots/game) | DAL warm | SEA cold | Strong buffer (2.9 goals) | DAL 1 day rest | SEA 3 days rest,,,,,,,,,2025-11-27 03:10:00+00:00,2025-11-27_Dallas Stars @ Seattle Kraken,2025-11-27,5,WIN
Philadelphia Flyers @ Dallas Stars,2025-11-15 20:00:00-05:00,3.5,-700,66.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.14 GPG) | Good pace (31.4 shots/game) | PHI neutral | DAL neutral | Strong buffer (2.8 goals) | PHI 1 day rest | DAL 2 days rest,,,,,,,,,2025-11-16 01:00:00+00:00,2025-11-16_Philadelphia Flyers @ Dallas Stars,2025-11-16,6,WIN
New York Rangers @ Carolina Hurricanes,2025-11-26 19:10:00-05:00,3.5,-825,65.0,YES,False,No elite goalie concerns,BET IT,0.03,Strong offense (3.18 GPG) | Good pace (31.8 shots/game) | NYR cold | CAR neutral | Strong buffer (2.9 goals) | NYR 2 days rest | CAR 3 days rest,,,,,,,,,2025-11-27 00:10:00+00:00,2025-11-27_New York Rangers @ Carolina Hurricanes,2025-11-27,6,WIN
Winnipeg Jets @ Vancouver Canucks,2025-11-11 22:10:00-05:00,3.5,-775,65.0,MAYBE,False,No elite goalie concerns,REVIEW MANUALLY,0.015,Strong offense (3.13 GPG) | Good pace (31.3 shots/game) | WPG cold | VAN neutral | Strong buffer (2.8 goals) | WPG 2 days rest | VAN 2 days rest,,,,,,,,,2025-11-12 03:10:00+00:00,2025-11-12_Winnipeg Jets @ Vancouver Canucks,2025-11-12,,PENDING
Los Angeles Kings @ Ottawa Senators,2025-11-15 19:00:00-05:00,3.5,-600,65.0,YES,False,No elite goalie concerns,BET IT,0.03,Average offense (3.01 GPG) | Good pace (30.1 shots/game) | LAK neutral | OTT hot | Strong buffer (2.5 goals) | LAK 2 days rest | OTT 2 days rest,,,,,,,,,2025-11-16 00:00:00+00:00,2025-11-16_Los Angeles Kings @ Ottawa Senators,2025-11-16,1,LOSS
